,PATCODE
7212,84.0
7213,85.0
7214,86.0
7215,87.0
7216,88.0
7217,89.0
7218,90.0
7219,91.0
7220,92.0
7221,93.0
7222,94.0
7223,95.0
7224,96.0
7225,97.0
7226,98.0
7227,99.0
7228,100.0
7229,101.0
7230,102.0
7231,103.0
7232,104.0
7233,105.0
7234,106.0
7235,107.0
7236,108.0
7237,109.0
7238,110.0
7239,111.0
7240,112.0
7241,113.0
7242,114.0
7243,115.0
7244,116.0
7245,117.0
7246,118.0
7247,119.0
7248,120.0
7249,121.0
7250,122.0
7251,123.0
7252,124.0
7253,125.0
7254,126.0
7255,127.0
7256,128.0
7257,129.0
7258,1.0
7259,2.0
7260,3.0
7261,4.0
7262,5.0
7263,6.0
7264,7.0
7265,8.0
7266,9.0
7267,10.0
7268,11.0
7269,12.0
7270,13.0
7271,14.0
7272,15.0
7273,16.0
7274,17.0
7275,18.0
7276,19.0
7277,20.0
7278,21.0
7279,22.0
7280,23.0
7281,24.0
7282,25.0
7283,26.0
7284,27.0
7285,28.0
7286,29.0
7287,30.0
7288,31.0
7289,32.0
7290,33.0
7291,34.0
7292,35.0
7293,36.0
7294,37.0
7295,38.0
7296,39.0
7297,40.0
7298,41.0
7299,42.0
7300,43.0
7301,44.0
7302,45.0
7303,46.0
7304,47.0
7305,48.0
7306,49.0
7307,50.0
7308,51.0
7309,52.0
7310,53.0
7311,54.0
7312,55.0
7313,56.0
7314,57.0
7315,58.0
7316,59.0
7317,60.0
7318,61.0
7319,62.0
7320,63.0
7321,64.0
7322,65.0
7323,66.0
7324,67.0
7325,68.0
7326,69.0
7327,70.0
7328,71.0
7329,72.0
7330,73.0
7331,74.0
7332,75.0
7333,76.0
7334,77.0
7335,78.0
7336,79.0
7337,80.0
7338,81.0
7339,82.0
7340,83.0
7341,84.0
7342,85.0
7343,86.0
7344,87.0
7345,88.0
7346,89.0
7347,90.0
7348,91.0
7349,92.0
7350,93.0
7351,94.0
7352,95.0
7353,96.0
7354,97.0
7355,98.0
7356,99.0
7357,100.0
7358,101.0
7359,102.0
7360,103.0
7361,104.0
7362,1.0
7363,2.0
7364,3.0
7365,4.0
7366,5.0
7367,6.0
7368,7.0
7369,8.0
7370,9.0
7371,10.0
7372,11.0
7373,12.0
7374,13.0
7375,14.0
7376,15.0
7377,16.0
7378,17.0
7379,18.0
7380,19.0
7381,20.0
7382,21.0
7383,22.0
7384,23.0
7385,24.0
7386,25.0
7387,26.0
7388,27.0
7389,28.0
7390,29.0
7391,30.0
7392,31.0
7393,32.0
7394,33.0
7395,34.0
7396,35.0
7397,36.0
7398,37.0
7399,38.0
7400,39.0
7401,40.0
7402,41.0
7403,42.0
7404,43.0
7405,44.0
7406,45.0
7407,46.0
7408,47.0
7409,48.0
7410,49.0
7411,50.0
7412,51.0
7413,52.0
7414,53.0
7415,54.0
7416,55.0
7417,56.0
7418,57.0
7419,58.0
7420,59.0
7421,60.0
7422,61.0
7423,62.0
7424,63.0
7425,64.0
7426,65.0
7427,66.0
7428,67.0
7429,68.0
7430,69.0
7431,70.0
7432,71.0
7433,1.0
7434,2.0
7435,3.0
7436,4.0
7437,5.0
7438,6.0
7439,7.0
7440,8.0
7441,9.0
7442,10.0
7443,11.0
7444,12.0
7445,13.0
7446,14.0
7447,15.0
7448,16.0
7449,17.0
7450,18.0
7451,19.0
7452,20.0
7453,21.0
7454,22.0
7455,23.0
7456,24.0
7457,25.0
7458,26.0
7459,27.0
7460,28.0
7461,29.0
7462,30.0
7463,31.0
7464,32.0
7465,33.0
7466,34.0
7467,35.0
7468,36.0
7469,37.0
7470,38.0
7471,39.0
7472,40.0
7473,41.0
7474,42.0
7475,43.0
7476,44.0
7477,45.0
7478,46.0
7479,47.0
7480,48.0
7481,49.0
7482,50.0
7483,51.0
7484,52.0
7485,53.0
7486,54.0
7487,55.0
7488,56.0
7489,57.0
7490,58.0
7491,59.0
7492,60.0
7493,61.0
7494,62.0
7495,63.0
7496,64.0
7497,65.0
7498,66.0
7499,67.0
7500,68.0
7501,69.0
7502,70.0
7503,71.0
7504,72.0
7505,73.0
7506,74.0
7507,75.0
7508,76.0
7509,77.0
7510,78.0
7511,79.0
7512,80.0
7513,81.0
7514,82.0
7515,83.0
7516,84.0
7517,85.0
7518,86.0
7519,87.0
7520,88.0
7521,89.0
7522,90.0
7523,91.0
7524,92.0
7525,93.0
7526,94.0
7527,95.0
7528,96.0
7529,97.0
7530,98.0
7531,99.0
7532,100.0
7533,101.0
7534,102.0
7535,103.0
7536,104.0
7537,105.0
7538,106.0
7539,107.0
7540,108.0
7541,109.0
7542,110.0
7543,111.0
7544,112.0
7545,113.0
7546,114.0
7547,115.0
7548,116.0
7549,117.0
7550,118.0
7551,119.0
7552,120.0
7553,121.0
7554,122.0
7555,123.0
7556,124.0
7557,125.0
7558,126.0
7559,1.0
7560,2.0
7561,3.0
7562,4.0
7563,5.0
7564,6.0
7565,7.0
7566,8.0
7567,9.0
7568,10.0
7569,11.0
7570,12.0
7571,13.0
7572,14.0
7573,15.0
7574,16.0
7575,17.0
7576,18.0
7577,19.0
7578,20.0
7579,21.0
7580,22.0
7581,23.0
7582,24.0
7583,25.0
7584,26.0
7585,27.0
7586,28.0
7587,29.0
7588,30.0
7589,31.0
7590,32.0
7591,33.0
7592,34.0
7593,35.0
7594,36.0
7595,37.0
7596,38.0
7597,39.0
7598,40.0
7599,41.0
7600,42.0
7601,43.0
7602,44.0
7603,45.0
7604,46.0
7605,47.0
7606,48.0
7607,49.0
7608,50.0
7609,51.0
7610,52.0
7611,53.0
7612,54.0
7613,55.0
7614,56.0
7615,57.0
7616,58.0
7617,59.0
7618,60.0
7619,61.0
7620,62.0
7621,63.0
7622,64.0
7623,65.0
7624,66.0
7625,67.0
7626,68.0
7627,69.0
7628,70.0
7629,71.0
7630,72.0
7631,73.0
7632,74.0
7633,75.0
7634,76.0
7635,77.0
7636,78.0
7637,79.0
7638,80.0
7639,81.0
7640,82.0
7641,83.0
7642,84.0
7643,85.0
7644,86.0
7645,87.0
7646,88.0
7647,89.0
7648,90.0
7649,91.0
7650,92.0
7651,93.0
7652,94.0
7653,95.0
7654,96.0
7655,97.0
7656,98.0
7657,99.0
7658,100.0
7659,101.0
7660,102.0
7661,103.0
7662,1.0
7663,2.0
7664,3.0
7665,4.0
7666,5.0
7667,6.0
7668,7.0
7669,8.0
7670,9.0
7671,10.0
7672,11.0
7673,12.0
7674,13.0
7675,14.0
7676,15.0
7677,16.0
7678,17.0
7679,18.0
7680,19.0
7681,20.0
7682,21.0
7683,22.0
7684,23.0
7685,24.0
7686,25.0
7687,26.0
7688,27.0
7689,28.0
7690,29.0
7691,30.0
7692,31.0
7693,32.0
7694,33.0
7695,34.0
7696,35.0
7697,36.0
7698,37.0
7699,38.0
7700,39.0
7701,40.0
7702,41.0
7703,42.0
7704,43.0
7705,44.0
7706,45.0
7707,46.0
7708,47.0
7709,48.0
7710,49.0
7711,50.0
7712,51.0
7713,52.0
7714,53.0
7715,54.0
7716,55.0
7717,56.0
7718,57.0
7719,58.0
7720,59.0
7721,60.0
7722,61.0
7723,62.0
7724,63.0
7725,64.0
7726,65.0
7727,66.0
7728,67.0
7729,68.0
7730,69.0
7731,70.0
7732,71.0
7733,72.0
7734,73.0
7735,74.0
7736,75.0
7737,76.0
7738,77.0
7739,78.0
7740,79.0
7741,80.0
7742,81.0
7743,82.0
7744,83.0
7745,84.0
7746,85.0
7747,86.0
7748,87.0
7749,88.0
7750,89.0
7751,90.0
7752,91.0
7753,92.0
7754,93.0
7755,94.0
7756,95.0
7757,96.0
7758,1.0
7759,2.0
7760,3.0
7761,4.0
7762,5.0
7763,6.0
7764,7.0
7765,8.0
7766,9.0
7767,10.0
7768,11.0
7769,12.0
7770,13.0
7771,14.0
7772,15.0
7773,16.0
7774,17.0
7775,18.0
7776,19.0
7777,20.0
7778,21.0
7779,22.0
7780,23.0
7781,24.0
7782,25.0
7783,26.0
7784,27.0
7785,28.0
7786,29.0
7787,30.0
7788,31.0
7789,32.0
7790,33.0
7791,34.0
7792,35.0
7793,36.0
7794,37.0
7795,38.0
7796,39.0
7797,40.0
7798,41.0
7799,42.0
7800,43.0
7801,44.0
7802,45.0
7803,46.0
7804,47.0
7805,48.0
7806,49.0
7807,50.0
7808,51.0
7809,52.0
7810,53.0
7811,54.0
7812,55.0
7813,56.0
7814,57.0
7815,58.0
7816,59.0
7817,60.0
7818,61.0
7819,62.0
7820,63.0
7821,64.0
7822,65.0
7823,66.0
7824,67.0
7825,68.0
7826,69.0
7827,70.0
7828,71.0
7829,72.0
7830,73.0
7831,74.0
7832,75.0
7833,76.0
7834,77.0
7835,78.0
7836,79.0
7837,80.0
7838,81.0
7839,82.0
7840,83.0
7841,84.0
7842,85.0
7843,86.0
7844,87.0
7845,88.0
7846,89.0
7847,90.0
7848,91.0
7849,92.0
7850,93.0
7851,94.0
7852,95.0
7853,96.0
7854,97.0
7855,98.0
7856,99.0
7857,100.0
7858,101.0
7859,102.0
7860,1.0
7861,2.0
7862,3.0
7863,4.0
7864,5.0
7865,6.0
7866,7.0
7867,8.0
7868,9.0
7869,10.0
7870,11.0
7871,12.0
7872,13.0
7873,14.0
7874,15.0
7875,16.0
7876,17.0
7877,18.0
7878,19.0
7879,20.0
7880,21.0
7881,22.0
7882,23.0
7883,24.0
7884,25.0
7885,26.0
7886,27.0
7887,28.0
7888,29.0
7889,30.0
7890,31.0
7891,32.0
7892,33.0
7893,34.0
7894,35.0
7895,36.0
7896,37.0
7897,38.0
7898,39.0
7899,40.0
7900,41.0
7901,42.0
7902,43.0
7903,44.0
7904,1.0
7905,2.0
7906,3.0
7907,4.0
7908,5.0
7909,6.0
7910,7.0
7911,8.0
7912,9.0
7913,10.0
7914,11.0
7915,12.0
7916,13.0
7917,14.0
7918,15.0
7919,16.0
7920,17.0
7921,18.0
7922,19.0
7923,20.0
7924,21.0
7925,22.0
7926,23.0
7927,24.0
7928,25.0
7929,26.0
7930,27.0
7931,28.0
7932,29.0
7933,30.0
7934,31.0
7935,32.0
7936,33.0
7937,34.0
7938,35.0
7939,36.0
7940,37.0
7941,38.0
7942,39.0
7943,40.0
7944,41.0
7945,42.0
7946,43.0
7947,44.0
7948,45.0
7949,46.0
7950,47.0
7951,48.0
7952,49.0
7953,50.0
7954,51.0
7955,52.0
7956,53.0
7957,54.0
7958,55.0
7959,56.0
7960,57.0
7961,58.0
7962,59.0
7963,60.0
7964,61.0
7965,62.0
7966,63.0
7967,64.0
7968,65.0
7969,66.0
7970,67.0
7971,68.0
7972,69.0
7973,70.0
7974,71.0
7975,72.0
7976,73.0
7977,74.0
7978,75.0
7979,76.0
7980,77.0
7981,78.0
7982,79.0
7983,80.0
7984,81.0
7985,82.0
7986,83.0
7987,84.0
7988,85.0
7989,86.0
7990,87.0
7991,88.0
7992,89.0
7993,90.0
7994,91.0
7995,92.0
7996,93.0
7997,94.0
7998,95.0
7999,96.0
8000,97.0
8001,98.0
8002,99.0
8003,100.0
8004,101.0
8005,102.0
8006,103.0
8007,104.0
8008,105.0
8009,106.0
8010,107.0
8011,108.0
8012,109.0
8013,110.0
8014,111.0
8015,112.0
8016,113.0
8017,114.0
8018,115.0
8019,116.0
8020,117.0
8021,118.0
8022,119.0
8023,120.0
8024,121.0
8025,122.0
8026,123.0
8027,124.0
8028,125.0
8029,126.0
8030,127.0
8031,128.0
8032,129.0
8033,130.0
8034,131.0
8035,132.0
8036,133.0
8037,134.0
8038,135.0
8039,136.0
8040,137.0
8041,138.0
8042,1.0
8043,2.0
8044,3.0
8045,4.0
8046,5.0
8047,6.0
8048,7.0
8049,8.0
8050,9.0
8051,10.0
8052,11.0
8053,12.0
8054,13.0
8055,14.0
8056,15.0
8057,16.0
8058,17.0
8059,18.0
8060,19.0
8061,20.0
8062,21.0
8063,22.0
8064,23.0
8065,24.0
8066,25.0
8067,26.0
8068,27.0
8069,28.0
8070,29.0
8071,30.0
8072,31.0
8073,32.0
8074,33.0
8075,34.0
8076,35.0
8077,36.0
8078,37.0
8079,38.0
8080,39.0
8081,40.0
8082,41.0
8083,42.0
8084,43.0
8085,44.0
8086,45.0
8087,46.0
8088,47.0
8089,48.0
8090,49.0
8091,50.0
8092,51.0
8093,52.0
8094,53.0
8095,54.0
8096,55.0
8097,56.0
8098,57.0
8099,58.0
8100,59.0
8101,60.0
8102,61.0
8103,62.0
8104,63.0
8105,64.0
8106,65.0
8107,66.0
8108,67.0
8109,68.0
8110,69.0
8111,70.0
8112,71.0
8113,72.0
8114,73.0
8115,74.0
8116,75.0
8117,76.0
8118,77.0
8119,78.0
8120,79.0
8121,80.0
8122,81.0
8123,82.0
8124,83.0
8125,84.0
8126,85.0
8127,86.0
8128,87.0
8129,88.0
8130,89.0
8131,90.0
8132,91.0
8133,92.0
8134,93.0
8135,94.0
8136,95.0
8137,96.0
8138,97.0
8139,98.0
8140,99.0
8141,100.0
8142,101.0
8143,102.0
8144,103.0
8145,104.0
8146,105.0
8147,106.0
8148,107.0
8149,108.0
8150,109.0
8151,110.0
8152,111.0
8153,112.0
8154,113.0
8155,114.0
8156,115.0
8157,116.0
8158,117.0
8159,118.0
8160,1.0
8161,2.0
8162,3.0
8163,4.0
8164,5.0
8165,6.0
8166,7.0
8167,8.0
8168,9.0
8169,10.0
8170,11.0
8171,12.0
8172,13.0
8173,14.0
8174,15.0
8175,16.0
8176,17.0
8177,18.0
8178,19.0
8179,20.0
8180,21.0
8181,22.0
8182,23.0
8183,24.0
8184,25.0
8185,26.0
8186,27.0
8187,28.0
8188,29.0
8189,30.0
8190,31.0
8191,32.0
8192,33.0
8193,34.0
8194,35.0
8195,36.0
8196,37.0
8197,38.0
8198,39.0
8199,40.0
8200,41.0
8201,42.0
8202,43.0
8203,44.0
8204,45.0
8205,46.0
8206,47.0
8207,48.0
8208,49.0
8209,50.0
8210,51.0
8211,52.0
8212,53.0
8213,54.0
8214,55.0
8215,56.0
8216,57.0
8217,58.0
8218,59.0
8219,60.0
8220,61.0
8221,62.0
8222,63.0
8223,64.0
8224,65.0
8225,66.0
8226,67.0
8227,68.0
8228,69.0
8229,70.0
8230,71.0
8231,72.0
8232,73.0
8233,74.0
8234,75.0
8235,76.0
8236,77.0
8237,78.0
8238,1.0
8239,2.0
8240,3.0
8241,4.0
8242,5.0
8243,6.0
8244,7.0
8245,8.0
8246,9.0
8247,10.0
8248,11.0
8249,12.0
8250,13.0
8251,14.0
8252,15.0
8253,16.0
8254,17.0
8255,18.0
8256,19.0
8257,20.0
8258,21.0
8259,22.0
8260,23.0
8261,24.0
8262,25.0
8263,26.0
8264,27.0
8265,28.0
8266,29.0
8267,30.0
8268,31.0
8269,32.0
8270,33.0
8271,34.0
8272,35.0
8273,36.0
8274,37.0
8275,38.0
8276,39.0
8277,40.0
8278,41.0
8279,42.0
8280,43.0
8281,44.0
8282,45.0
8283,46.0
8284,47.0
8285,48.0
8286,49.0
8287,50.0
8288,51.0
8289,52.0
8290,53.0
8291,54.0
8292,55.0
8293,56.0
8294,57.0
8295,58.0
8296,59.0
8297,60.0
8298,61.0
8299,62.0
8300,63.0
8301,64.0
8302,65.0
8303,66.0
8304,67.0
8305,68.0
8306,69.0
8307,70.0
8308,71.0
8309,72.0
8310,73.0
8311,74.0
8312,75.0
8313,76.0
8314,77.0
8315,78.0
8316,79.0
8317,80.0
8318,81.0
8319,82.0
8320,83.0
8321,84.0
8322,85.0
8323,86.0
8324,87.0
8325,88.0
8326,89.0
8327,90.0
8328,91.0
8329,92.0
8330,93.0
8331,94.0
8332,95.0
8333,1.0
8334,2.0
8335,3.0
8336,4.0
8337,5.0
8338,6.0
8339,7.0
8340,8.0
8341,9.0
8342,10.0
8343,11.0
8344,12.0
8345,13.0
8346,14.0
8347,15.0
8348,16.0
8349,17.0
8350,18.0
8351,19.0
8352,20.0
8353,21.0
8354,22.0
8355,23.0
8356,24.0
8357,25.0
8358,26.0
8359,27.0
8360,28.0
8361,29.0
8362,30.0
8363,31.0
8364,32.0
8365,33.0
8366,34.0
8367,35.0
8368,36.0
8369,37.0
8370,38.0
8371,39.0
8372,40.0
8373,41.0
8374,42.0
8375,43.0
8376,44.0
8377,45.0
8378,46.0
8379,47.0
8380,48.0
8381,49.0
8382,50.0
8383,51.0
8384,52.0
8385,53.0
8386,54.0
8387,55.0
8388,56.0
8389,57.0
8390,58.0
8391,59.0
8392,60.0
8393,61.0
8394,62.0
8395,63.0
8396,64.0
8397,65.0
8398,66.0
8399,67.0
8400,68.0
8401,69.0
8402,70.0
8403,71.0
8404,72.0
8405,73.0
8406,74.0
8407,75.0
8408,76.0
8409,77.0
8410,78.0
8411,79.0
8412,80.0
8413,81.0
8414,82.0
8415,83.0
8416,84.0
8417,85.0
8418,86.0
8419,87.0
8420,88.0
8421,89.0
8422,90.0
8423,91.0
8424,92.0
8425,93.0
8426,94.0
8427,95.0
8428,96.0
8429,97.0
8430,98.0
8431,99.0
8432,100.0
8433,101.0
8434,102.0
8435,103.0
8436,104.0
8437,105.0
8438,106.0
8439,107.0
8440,108.0
8441,1.0
8442,2.0
8443,3.0
8444,4.0
8445,5.0
8446,6.0
8447,7.0
8448,8.0
8449,9.0
8450,10.0
8451,11.0
8452,12.0
8453,13.0
8454,14.0
8455,15.0
8456,16.0
8457,17.0
8458,18.0
8459,19.0
8460,20.0
8461,21.0
8462,22.0
8463,23.0
8464,24.0
8465,25.0
8466,26.0
8467,27.0
8468,28.0
8469,29.0
8470,30.0
8471,31.0
8472,32.0
8473,33.0
8474,34.0
8475,35.0
8476,36.0
8477,37.0
8478,38.0
8479,39.0
8480,40.0
8481,41.0
8482,42.0
8483,43.0
8484,44.0
8485,45.0
8486,46.0
8487,47.0
8488,48.0
8489,49.0
8490,50.0
8491,51.0
8492,52.0
8493,53.0
8494,54.0
8495,55.0
8496,56.0
8497,57.0
8498,1.0
8499,2.0
8500,3.0
8501,4.0
8502,5.0
8503,6.0
8504,7.0
8505,8.0
8506,9.0
8507,10.0
8508,11.0
8509,12.0
8510,13.0
8511,14.0
8512,15.0
8513,16.0
8514,17.0
8515,18.0
8516,19.0
8517,20.0
8518,21.0
8519,22.0
8520,23.0
8521,24.0
8522,25.0
8523,26.0
8524,27.0
8525,28.0
8526,29.0
8527,30.0
8528,31.0
8529,32.0
8530,33.0
8531,34.0
8532,35.0
8533,36.0
8534,37.0
8535,38.0
8536,39.0
8537,40.0
8538,41.0
8539,42.0
8540,43.0
8541,44.0
8542,45.0
8543,46.0
8544,47.0
8545,48.0
8546,49.0
8547,50.0
8548,51.0
8549,52.0
8550,53.0
8551,54.0
8552,55.0
8553,56.0
8554,57.0
8555,58.0
8556,59.0
8557,60.0
8558,61.0
8559,62.0
8560,63.0
8561,64.0
8562,65.0
8563,66.0
8564,67.0
8565,68.0
8566,69.0
8567,70.0
8568,71.0
8569,72.0
8570,73.0
8571,74.0
8572,75.0
8573,76.0
8574,77.0
8575,78.0
8576,79.0
8577,80.0
8578,81.0
8579,82.0
8580,83.0
8581,84.0
8582,85.0
8583,86.0
8584,87.0
8585,88.0
8586,89.0
8587,90.0
8588,91.0
8589,92.0
8590,93.0
8591,94.0
8592,95.0
8593,96.0
8594,97.0
8595,98.0
8596,99.0
8597,100.0
8598,101.0
8599,102.0
8600,103.0
8601,104.0
8602,105.0
8603,106.0
8604,107.0
8605,1.0
8606,2.0
8607,3.0
8608,4.0
8609,5.0
8610,6.0
8611,7.0
8612,8.0
8613,9.0
8614,10.0
8615,11.0
8616,12.0
8617,13.0
8618,14.0
8619,15.0
8620,16.0
8621,17.0
8622,18.0
8623,19.0
8624,20.0
8625,21.0
8626,22.0
8627,23.0
8628,24.0
8629,25.0
8630,26.0
8631,27.0
8632,28.0
8633,29.0
8634,30.0
8635,31.0
8636,32.0
8637,33.0
8638,34.0
8639,35.0
8640,36.0
8641,37.0
8642,38.0
8643,39.0
8644,40.0
8645,41.0
8646,42.0
8647,43.0
8648,44.0
8649,45.0
8650,46.0
8651,47.0
8652,48.0
8653,49.0
8654,50.0
8655,51.0
8656,52.0
8657,53.0
8658,54.0
8659,55.0
8660,56.0
8661,57.0
8662,58.0
8663,59.0
8664,60.0
8665,61.0
8666,62.0
8667,63.0
8668,64.0
8669,65.0
8670,66.0
8671,67.0
8672,68.0
8673,69.0
8674,70.0
8675,71.0
8676,72.0
8677,73.0
8678,74.0
8679,75.0
8680,76.0
8681,77.0
8682,78.0
8683,79.0
8684,80.0
8685,81.0
8686,82.0
8687,83.0
8688,84.0
8689,85.0
8690,86.0
8691,87.0
8692,88.0
8693,89.0
8694,90.0
8695,91.0
8696,92.0
8697,93.0
8698,94.0
8699,95.0
8700,96.0
8701,97.0
8702,98.0
8703,99.0
8704,100.0
8705,101.0
8706,1.0
8707,2.0
8708,3.0
8709,4.0
8710,5.0
8711,6.0
8712,7.0
8713,8.0
8714,9.0
8715,10.0
8716,11.0
8717,12.0
8718,13.0
8719,14.0
8720,15.0
8721,16.0
8722,17.0
8723,18.0
8724,19.0
8725,20.0
8726,21.0
8727,22.0
8728,23.0
8729,24.0
8730,25.0
8731,26.0
8732,27.0
8733,28.0
8734,29.0
8735,30.0
8736,31.0
8737,32.0
8738,33.0
8739,34.0
8740,35.0
8741,36.0
8742,37.0
8743,38.0
8744,39.0
8745,40.0
8746,41.0
8747,42.0
8748,43.0
8749,44.0
8750,45.0
8751,46.0
8752,47.0
8753,48.0
8754,49.0
8755,50.0
8756,51.0
8757,52.0
8758,53.0
8759,54.0
8760,55.0
8761,56.0
8762,57.0
8763,58.0
8764,59.0
8765,60.0
8766,61.0
8767,62.0
8768,63.0
8769,64.0
8770,65.0
8771,66.0
8772,67.0
8773,68.0
8774,69.0
8775,70.0
8776,71.0
8777,72.0
8778,73.0
8779,74.0
8780,75.0
8781,76.0
8782,77.0
8783,78.0
8784,79.0
8785,80.0
8786,81.0
8787,82.0
8788,83.0
8789,84.0
8790,85.0
8791,86.0
8792,87.0
8793,88.0
8794,89.0
8795,90.0
8796,91.0
8797,92.0
8798,93.0
8799,94.0
8800,95.0
8801,96.0
8802,97.0
8803,98.0
8804,99.0
8805,100.0
8806,101.0
8807,102.0
8808,103.0
8809,104.0
8810,1.0
8811,2.0
8812,3.0
8813,4.0
8814,5.0
8815,6.0
8816,7.0
8817,8.0
8818,9.0
8819,10.0
8820,11.0
8821,12.0
8822,13.0
8823,14.0
8824,15.0
8825,16.0
8826,17.0
8827,18.0
8828,19.0
8829,20.0
8830,21.0
8831,22.0
8832,23.0
8833,24.0
8834,25.0
8835,26.0
8836,27.0
8837,28.0
8838,29.0
8839,30.0
8840,31.0
8841,32.0
8842,33.0
8843,34.0
8844,35.0
8845,36.0
8846,37.0
8847,38.0
8848,39.0
8849,40.0
8850,41.0
8851,42.0
8852,43.0
8853,44.0
8854,45.0
8855,46.0
8856,47.0
8857,48.0
8858,49.0
8859,50.0
8860,51.0
8861,52.0
8862,53.0
8863,54.0
8864,55.0
8865,56.0
8866,57.0
8867,58.0
8868,59.0
8869,60.0
8870,61.0
8871,62.0
8872,63.0
8873,64.0
8874,65.0
8875,1.0
8876,2.0
8877,3.0
8878,4.0
8879,5.0
8880,6.0
8881,7.0
8882,8.0
8883,9.0
8884,10.0
8885,11.0
8886,12.0
8887,13.0
8888,14.0
8889,15.0
8890,16.0
8891,17.0
8892,18.0
8893,19.0
8894,20.0
8895,1.0
8896,2.0
8897,3.0
8898,4.0
8899,5.0
8900,6.0
8901,7.0
8902,8.0
8903,9.0
8904,10.0
8905,11.0
8906,12.0
8907,13.0
8908,14.0
8909,15.0
8910,16.0
8911,17.0
8912,18.0
8913,19.0
8914,20.0
8915,21.0
8916,22.0
8917,23.0
8918,24.0
8919,25.0
8920,26.0
8921,27.0
8922,28.0
8923,29.0
8924,30.0
8925,31.0
8926,32.0
8927,33.0
8928,34.0
8929,35.0
8930,36.0
8931,37.0
8932,38.0
8933,39.0
8934,40.0
8935,41.0
8936,42.0
8937,43.0
8938,44.0
8939,45.0
8940,46.0
8941,47.0
8942,48.0
8943,49.0
8944,50.0
8945,51.0
8946,52.0
8947,53.0
8948,54.0
8949,55.0
8950,56.0
8951,57.0
8952,58.0
8953,59.0
8954,60.0
8955,61.0
8956,62.0
8957,63.0
8958,64.0
8959,65.0
8960,66.0
8961,67.0
8962,68.0
8963,69.0
8964,70.0
8965,71.0
8966,72.0
8967,73.0
8968,74.0
8969,75.0
8970,76.0
8971,77.0
8972,78.0
8973,79.0
8974,80.0
8975,81.0
8976,82.0
8977,83.0
8978,84.0
8979,85.0
8980,86.0
8981,87.0
8982,88.0
8983,89.0
8984,90.0
8985,91.0
8986,92.0
8987,93.0
8988,94.0
8989,95.0
8990,96.0
8991,97.0
8992,98.0
8993,99.0
8994,100.0
8995,101.0
8996,102.0
8997,103.0
8998,104.0
8999,1.0
9000,2.0
9001,3.0
9002,4.0
9003,5.0
9004,6.0
9005,7.0
9006,8.0
9007,9.0
9008,10.0
9009,11.0
9010,12.0
9011,13.0
9012,14.0
9013,15.0
9014,16.0
9015,17.0
9016,18.0
9017,19.0
9018,20.0
9019,21.0
9020,22.0
9021,23.0
9022,24.0
9023,25.0
9024,26.0
9025,27.0
9026,28.0
9027,29.0
9028,30.0
9029,31.0
9030,32.0
9031,33.0
9032,34.0
9033,35.0
9034,36.0
9035,37.0
9036,38.0
9037,39.0
9038,40.0
9039,41.0
9040,42.0
9041,43.0
9042,44.0
9043,45.0
9044,46.0
9045,47.0
9046,48.0
9047,49.0
9048,50.0
9049,51.0
9050,52.0
9051,53.0
9052,54.0
9053,55.0
9054,56.0
9055,57.0
9056,58.0
9057,59.0
9058,60.0
9059,61.0
9060,62.0
9061,63.0
9062,64.0
9063,65.0
9064,66.0
9065,67.0
9066,68.0
9067,69.0
9068,70.0
9069,71.0
9070,72.0
9071,73.0
9072,74.0
9073,75.0
9074,76.0
9075,77.0
9076,78.0
9077,79.0
9078,80.0
9079,81.0
9080,82.0
9081,83.0
9082,84.0
9083,85.0
9084,86.0
9085,87.0
9086,88.0
9087,89.0
9088,90.0
9089,91.0
9090,1.0
9091,2.0
9092,3.0
9093,4.0
9094,5.0
9095,6.0
9096,7.0
9097,8.0
9098,9.0
9099,10.0
9100,11.0
9101,12.0
9102,13.0
9103,14.0
9104,15.0
9105,16.0
9106,17.0
9107,18.0
9108,19.0
9109,20.0
9110,21.0
9111,22.0
9112,23.0
9113,24.0
9114,25.0
9115,26.0
9116,27.0
9117,28.0
9118,29.0
9119,30.0
9120,31.0
9121,32.0
9122,33.0
9123,34.0
9124,35.0
9125,36.0
9126,37.0
9127,38.0
9128,39.0
9129,40.0
9130,41.0
9131,42.0
9132,43.0
9133,44.0
9134,45.0
9135,46.0
9136,47.0
9137,48.0
9138,49.0
9139,50.0
9140,51.0
9141,52.0
9142,53.0
9143,54.0
9144,55.0
9145,56.0
9146,57.0
9147,58.0
9148,59.0
9149,60.0
9150,61.0
9151,62.0
9152,63.0
9153,64.0
9154,65.0
9155,66.0
9156,67.0
9157,68.0
9158,69.0
9159,70.0
9160,71.0
9161,72.0
9162,73.0
9163,74.0
9164,75.0
9165,76.0
9166,77.0
9167,78.0
9168,79.0
9169,80.0
9170,81.0
9171,82.0
9172,83.0
9173,84.0
9174,85.0
9175,86.0
9176,87.0
9177,88.0
9178,89.0
9179,90.0
9180,91.0
9181,92.0
9182,93.0
9183,94.0
9184,95.0
9185,96.0
9186,97.0
9187,98.0
9188,99.0
9189,100.0
9190,101.0
9191,102.0
9192,103.0
9193,104.0
9194,105.0
9195,106.0
9196,107.0
9197,108.0
9198,1.0
9199,2.0
9200,3.0
9201,4.0
9202,5.0
9203,6.0
9204,7.0
9205,8.0
9206,9.0
9207,10.0
9208,11.0
9209,12.0
9210,13.0
